frame,site_id,site_family,core_members,intrinsic_members,incorporated_members,associated_members,state_members,intrinsic_formula,intrinsic_topology,incorporated_formula,incorporated_topology,associated_formula,associated_topology,state_formula,state_topology,state_label,associated_species_labels,attached_components,descriptors
933,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
934,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
935,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
936,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
937,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
938,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
939,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
940,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
941,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
942,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
943,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
944,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
945,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
946,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
947,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
948,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
949,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
950,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
951,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
952,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
953,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
954,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
955,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
956,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
957,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
958,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
959,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
960,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
961,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
962,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
963,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
964,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
965,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
966,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
967,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
968,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
969,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
970,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
971,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
972,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
973,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
974,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
975,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
976,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
977,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
978,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
979,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
980,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
